,fecha,delito,conteo
1194,2023-08-01,Homicidio doloso,70.0
1195,2023-08-01,Lesiones culposas,592.0
1196,2023-08-01,Lesiones dolosas,847.0
1197,2023-08-01,Otros delitos contra la sociedad,31.0
1198,2023-08-01,Otros delitos que atentan contra la libertad personal,913.0
1199,2023-08-01,Otros delitos que atentan contra la vida y la integridad corporal,150.0
1200,2023-08-01,Rapto,2.0
1201,2023-08-01,Secuestro,9.0
1202,2023-08-01,Tráfico de menores,2.0
1203,2023-08-01,Trata de personas,44.0
1204,2024-08-01,Corrupción de menores,201.0
1205,2024-08-01,Extorsión,14.0
1206,2024-08-01,Feminicidio,4.0
1207,2024-08-01,Homicidio culposo,115.0
1208,2024-08-01,Homicidio doloso,85.0
1209,2024-08-01,Lesiones culposas,542.0
1210,2024-08-01,Lesiones dolosas,940.0
1211,2024-08-01,Otros delitos contra la sociedad,19.0
1212,2024-08-01,Otros delitos que atentan contra la libertad personal,844.0
1213,2024-08-01,Otros delitos que atentan contra la vida y la integridad corporal,255.0
1214,2024-08-01,Rapto,4.0
1215,2024-08-01,Secuestro,10.0
1216,2024-08-01,Tráfico de menores,2.0
1217,2024-08-01,Trata de personas,37.0
1218,2025-08-01,Corrupción de menores,247.0
1219,2025-08-01,Extorsión,15.0
1220,2025-08-01,Feminicidio,7.0
1221,2025-08-01,Homicidio culposo,113.0
1222,2025-08-01,Homicidio doloso,61.0
1223,2025-08-01,Lesiones culposas,694.0
1224,2025-08-01,Lesiones dolosas,940.0
1225,2025-08-01,Otros delitos contra la sociedad,28.0
1226,2025-08-01,Otros delitos que atentan contra la libertad personal,818.0
1227,2025-08-01,Otros delitos que atentan contra la vida y la integridad corporal,215.0
1228,2025-08-01,Rapto,2.0
1229,2025-08-01,Secuestro,4.0
1230,2025-08-01,Tráfico de menores,0.0
1231,2025-08-01,Trata de personas,29.0
1232,2015-09-01,Corrupción de menores,111.0
1233,2015-09-01,Extorsión,22.0
1234,2015-09-01,Feminicidio,5.0
1235,2015-09-01,Homicidio culposo,150.0
1236,2015-09-01,Homicidio doloso,65.0
1237,2015-09-01,Lesiones culposas,556.0
1238,2015-09-01,Lesiones dolosas,966.0
1239,2015-09-01,Otros delitos contra la sociedad,3.0
1240,2015-09-01,Otros delitos que atentan contra la libertad personal,255.0
1241,2015-09-01,Otros delitos que atentan contra la vida y la integridad corporal,38.0
1242,2015-09-01,Rapto,21.0
1243,2015-09-01,Secuestro,12.0
1244,2015-09-01,Tráfico de menores,1.0
1245,2015-09-01,Trata de personas,6.0
1246,2016-09-01,Corrupción de menores,106.0
1247,2016-09-01,Extorsión,10.0
1248,2016-09-01,Feminicidio,3.0
1249,2016-09-01,Homicidio culposo,129.0
1250,2016-09-01,Homicidio doloso,67.0
1251,2016-09-01,Lesiones culposas,337.0
1252,2016-09-01,Lesiones dolosas,805.0
1253,2016-09-01,Otros delitos contra la sociedad,7.0
1254,2016-09-01,Otros delitos que atentan contra la libertad personal,372.0
1255,2016-09-01,Otros delitos que atentan contra la vida y la integridad corporal,40.0
1256,2016-09-01,Rapto,10.0
1257,2016-09-01,Secuestro,12.0
1258,2016-09-01,Tráfico de menores,4.0
1259,2016-09-01,Trata de personas,10.0
1260,2017-09-01,Corrupción de menores,94.0
1261,2017-09-01,Extorsión,4.0
1262,2017-09-01,Feminicidio,2.0
1263,2017-09-01,Homicidio culposo,156.0
1264,2017-09-01,Homicidio doloso,114.0
1265,2017-09-01,Lesiones culposas,328.0
1266,2017-09-01,Lesiones dolosas,927.0
1267,2017-09-01,Otros delitos contra la sociedad,5.0
1268,2017-09-01,Otros delitos que atentan contra la libertad personal,392.0
1269,2017-09-01,Otros delitos que atentan contra la vida y la integridad corporal,115.0
1270,2017-09-01,Rapto,14.0
1271,2017-09-01,Secuestro,5.0
1272,2017-09-01,Tráfico de menores,14.0
1273,2017-09-01,Trata de personas,20.0
1274,2018-09-01,Corrupción de menores,117.0
1275,2018-09-01,Extorsión,5.0
1276,2018-09-01,Feminicidio,5.0
1277,2018-09-01,Homicidio culposo,113.0
1278,2018-09-01,Homicidio doloso,74.0
1279,2018-09-01,Lesiones culposas,313.0
1280,2018-09-01,Lesiones dolosas,954.0
1281,2018-09-01,Otros delitos contra la sociedad,47.0
1282,2018-09-01,Otros delitos que atentan contra la libertad personal,364.0
1283,2018-09-01,Otros delitos que atentan contra la vida y la integridad corporal,90.0
1284,2018-09-01,Rapto,4.0
1285,2018-09-01,Secuestro,8.0
1286,2018-09-01,Tráfico de menores,1.0
1287,2018-09-01,Trata de personas,24.0
1288,2019-09-01,Corrupción de menores,161.0
1289,2019-09-01,Extorsión,7.0
1290,2019-09-01,Feminicidio,8.0
1291,2019-09-01,Homicidio culposo,92.0
1292,2019-09-01,Homicidio doloso,76.0
1293,2019-09-01,Lesiones culposas,364.0
1294,2019-09-01,Lesiones dolosas,994.0
1295,2019-09-01,Otros delitos contra la sociedad,23.0
1296,2019-09-01,Otros delitos que atentan contra la libertad personal,431.0
1297,2019-09-01,Otros delitos que atentan contra la vida y la integridad corporal,145.0
1298,2019-09-01,Rapto,10.0
1299,2019-09-01,Secuestro,13.0
1300,2019-09-01,Tráfico de menores,0.0
1301,2019-09-01,Trata de personas,27.0
1302,2020-09-01,Corrupción de menores,155.0
1303,2020-09-01,Extorsión,23.0
1304,2020-09-01,Feminicidio,11.0
1305,2020-09-01,Homicidio culposo,83.0
1306,2020-09-01,Homicidio doloso,68.0
1307,2020-09-01,Lesiones culposas,304.0
1308,2020-09-01,Lesiones dolosas,746.0
1309,2020-09-01,Otros delitos contra la sociedad,55.0
1310,2020-09-01,Otros delitos que atentan contra la libertad personal,573.0
1311,2020-09-01,Otros delitos que atentan contra la vida y la integridad corporal,131.0
1312,2020-09-01,Rapto,9.0
1313,2020-09-01,Secuestro,7.0
1314,2020-09-01,Tráfico de menores,0.0
1315,2020-09-01,Trata de personas,26.0
1316,2021-09-01,Corrupción de menores,131.0
1317,2021-09-01,Extorsión,20.0
1318,2021-09-01,Feminicidio,11.0
1319,2021-09-01,Homicidio culposo,125.0
1320,2021-09-01,Homicidio doloso,98.0
1321,2021-09-01,Lesiones culposas,387.0
1322,2021-09-01,Lesiones dolosas,668.0
1323,2021-09-01,Otros delitos contra la sociedad,14.0
1324,2021-09-01,Otros delitos que atentan contra la libertad personal,594.0
1325,2021-09-01,Otros delitos que atentan contra la vida y la integridad corporal,227.0
1326,2021-09-01,Rapto,10.0
1327,2021-09-01,Secuestro,4.0
1328,2021-09-01,Tráfico de menores,0.0
1329,2021-09-01,Trata de personas,30.0
1330,2022-09-01,Corrupción de menores,191.0
1331,2022-09-01,Extorsión,28.0
1332,2022-09-01,Feminicidio,4.0
1333,2022-09-01,Homicidio culposo,115.0
1334,2022-09-01,Homicidio doloso,118.0
1335,2022-09-01,Lesiones culposas,592.0
1336,2022-09-01,Lesiones dolosas,1108.0
1337,2022-09-01,Otros delitos contra la sociedad,13.0
1338,2022-09-01,Otros delitos que atentan contra la libertad personal,696.0
1339,2022-09-01,Otros delitos que atentan contra la vida y la integridad corporal,210.0
1340,2022-09-01,Rapto,10.0
1341,2022-09-01,Secuestro,6.0
1342,2022-09-01,Tráfico de menores,0.0
1343,2022-09-01,Trata de personas,37.0
1344,2023-09-01,Corrupción de menores,216.0
1345,2023-09-01,Extorsión,17.0
1346,2023-09-01,Feminicidio,7.0
1347,2023-09-01,Homicidio culposo,83.0
1348,2023-09-01,Homicidio doloso,68.0
1349,2023-09-01,Lesiones culposas,637.0
1350,2023-09-01,Lesiones dolosas,1157.0
1351,2023-09-01,Otros delitos contra la sociedad,49.0
1352,2023-09-01,Otros delitos que atentan contra la libertad personal,804.0
1353,2023-09-01,Otros delitos que atentan contra la vida y la integridad corporal,225.0
1354,2023-09-01,Rapto,7.0
1355,2023-09-01,Secuestro,15.0
1356,2023-09-01,Tráfico de menores,0.0
1357,2023-09-01,Trata de personas,30.0
1358,2024-09-01,Corrupción de menores,233.0
1359,2024-09-01,Extorsión,17.0
1360,2024-09-01,Feminicidio,10.0
1361,2024-09-01,Homicidio culposo,90.0
1362,2024-09-01,Homicidio doloso,97.0
1363,2024-09-01,Lesiones culposas,560.0
1364,2024-09-01,Lesiones dolosas,1125.0
1365,2024-09-01,Otros delitos contra la sociedad,32.0
1366,2024-09-01,Otros delitos que atentan contra la libertad personal,715.0
1367,2024-09-01,Otros delitos que atentan contra la vida y la integridad corporal,238.0
1368,2024-09-01,Rapto,13.0
1369,2024-09-01,Secuestro,2.0
1370,2024-09-01,Tráfico de menores,0.0
1371,2024-09-01,Trata de personas,37.0
1372,2025-09-01,Corrupción de menores,257.0
1373,2025-09-01,Extorsión,21.0
1374,2025-09-01,Feminicidio,5.0
1375,2025-09-01,Homicidio culposo,85.0
1376,2025-09-01,Homicidio doloso,58.0
1377,2025-09-01,Lesiones culposas,659.0
1378,2025-09-01,Lesiones dolosas,1244.0
1379,2025-09-01,Otros delitos contra la sociedad,33.0
1380,2025-09-01,Otros delitos que atentan contra la libertad personal,802.0
1381,2025-09-01,Otros delitos que atentan contra la vida y la integridad corporal,252.0
1382,2025-09-01,Rapto,4.0
1383,2025-09-01,Secuestro,6.0
1384,2025-09-01,Tráfico de menores,0.0
1385,2025-09-01,Trata de personas,11.0
1386,2015-10-01,Corrupción de menores,158.0
1387,2015-10-01,Extorsión,9.0
1388,2015-10-01,Feminicidio,8.0
1389,2015-10-01,Homicidio culposo,129.0
1390,2015-10-01,Homicidio doloso,60.0
1391,2015-10-01,Lesiones culposas,557.0
1392,2015-10-01,Lesiones dolosas,1006.0
1393,2015-10-01,Otros delitos contra la sociedad,3.0
1394,2015-10-01,Otros delitos que atentan contra la libertad personal,281.0
1395,2015-10-01,Otros delitos que atentan contra la vida y la integridad corporal,32.0
1396,2015-10-01,Rapto,14.0
1397,2015-10-01,Secuestro,6.0
1398,2015-10-01,Tráfico de menores,8.0
1399,2015-10-01,Trata de personas,18.0
1400,2016-10-01,Corrupción de menores,145.0
1401,2016-10-01,Extorsión,3.0
1402,2016-10-01,Feminicidio,5.0
1403,2016-10-01,Homicidio culposo,157.0
1404,2016-10-01,Homicidio doloso,57.0
1405,2016-10-01,Lesiones culposas,408.0
1406,2016-10-01,Lesiones dolosas,844.0
1407,2016-10-01,Otros delitos contra la sociedad,3.0
1408,2016-10-01,Otros delitos que atentan contra la libertad personal,229.0
1409,2016-10-01,Otros delitos que atentan contra la vida y la integridad corporal,87.0
1410,2016-10-01,Rapto,10.0
1411,2016-10-01,Secuestro,16.0
1412,2016-10-01,Tráfico de menores,28.0
1413,2016-10-01,Trata de personas,13.0
1414,2017-10-01,Corrupción de menores,118.0
1415,2017-10-01,Extorsión,7.0
1416,2017-10-01,Feminicidio,9.0
1417,2017-10-01,Homicidio culposo,100.0
1418,2017-10-01,Homicidio doloso,100.0
1419,2017-10-01,Lesiones culposas,338.0
1420,2017-10-01,Lesiones dolosas,1122.0
1421,2017-10-01,Otros delitos contra la sociedad,3.0
1422,2017-10-01,Otros delitos que atentan contra la libertad personal,397.0
1423,2017-10-01,Otros delitos que atentan contra la vida y la integridad corporal,148.0
1424,2017-10-01,Rapto,15.0
1425,2017-10-01,Secuestro,17.0
1426,2017-10-01,Tráfico de menores,12.0
1427,2017-10-01,Trata de personas,13.0
1428,2018-10-01,Corrupción de menores,155.0
1429,2018-10-01,Extorsión,6.0
1430,2018-10-01,Feminicidio,9.0
1431,2018-10-01,Homicidio culposo,134.0
1432,2018-10-01,Homicidio doloso,72.0
1433,2018-10-01,Lesiones culposas,352.0
1434,2018-10-01,Lesiones dolosas,951.0
1435,2018-10-01,Otros delitos contra la sociedad,57.0
1436,2018-10-01,Otros delitos que atentan contra la libertad personal,420.0
1437,2018-10-01,Otros delitos que atentan contra la vida y la integridad corporal,90.0
1438,2018-10-01,Rapto,12.0
1439,2018-10-01,Secuestro,7.0
1440,2018-10-01,Tráfico de menores,2.0
1441,2018-10-01,Trata de personas,69.0
1442,2019-10-01,Corrupción de menores,145.0
1443,2019-10-01,Extorsión,11.0
1444,2019-10-01,Feminicidio,5.0
1445,2019-10-01,Homicidio culposo,99.0
1446,2019-10-01,Homicidio doloso,86.0
1447,2019-10-01,Lesiones culposas,359.0
1448,2019-10-01,Lesiones dolosas,1110.0
1449,2019-10-01,Otros delitos contra la sociedad,65.0
1450,2019-10-01,Otros delitos que atentan contra la libertad personal,432.0
1451,2019-10-01,Otros delitos que atentan contra la vida y la integridad corporal,132.0
1452,2019-10-01,Rapto,10.0
1453,2019-10-01,Secuestro,10.0
1454,2019-10-01,Tráfico de menores,1.0
1455,2019-10-01,Trata de personas,32.0
1456,2020-10-01,Corrupción de menores,185.0
1457,2020-10-01,Extorsión,16.0
1458,2020-10-01,Feminicidio,6.0
1459,2020-10-01,Homicidio culposo,107.0
1460,2020-10-01,Homicidio doloso,82.0
1461,2020-10-01,Lesiones culposas,387.0
1462,2020-10-01,Lesiones dolosas,750.0
1463,2020-10-01,Otros delitos contra la sociedad,52.0
1464,2020-10-01,Otros delitos que atentan contra la libertad personal,528.0
1465,2020-10-01,Otros delitos que atentan contra la vida y la integridad corporal,102.0
1466,2020-10-01,Rapto,16.0
1467,2020-10-01,Secuestro,6.0
1468,2020-10-01,Tráfico de menores,1.0
1469,2020-10-01,Trata de personas,22.0
1470,2021-10-01,Corrupción de menores,173.0
1471,2021-10-01,Extorsión,24.0
1472,2021-10-01,Feminicidio,14.0
1473,2021-10-01,Homicidio culposo,116.0
1474,2021-10-01,Homicidio doloso,95.0
1475,2021-10-01,Lesiones culposas,442.0
1476,2021-10-01,Lesiones dolosas,773.0
1477,2021-10-01,Otros delitos contra la sociedad,15.0
1478,2021-10-01,Otros delitos que atentan contra la libertad personal,540.0
1479,2021-10-01,Otros delitos que atentan contra la vida y la integridad corporal,208.0
1480,2021-10-01,Rapto,8.0
1481,2021-10-01,Secuestro,2.0
1482,2021-10-01,Tráfico de menores,1.0
1483,2021-10-01,Trata de personas,20.0
1484,2022-10-01,Corrupción de menores,227.0
1485,2022-10-01,Extorsión,26.0
1486,2022-10-01,Feminicidio,11.0
1487,2022-10-01,Homicidio culposo,109.0
1488,2022-10-01,Homicidio doloso,92.0
1489,2022-10-01,Lesiones culposas,589.0
1490,2022-10-01,Lesiones dolosas,1077.0
1491,2022-10-01,Otros delitos contra la sociedad,19.0
1492,2022-10-01,Otros delitos que atentan contra la libertad personal,562.0
1493,2022-10-01,Otros delitos que atentan contra la vida y la integridad corporal,184.0
1494,2022-10-01,Rapto,10.0
1495,2022-10-01,Secuestro,4.0
1496,2022-10-01,Tráfico de menores,0.0
1497,2022-10-01,Trata de personas,26.0
1498,2023-10-01,Corrupción de menores,175.0
1499,2023-10-01,Extorsión,28.0
1500,2023-10-01,Feminicidio,7.0
1501,2023-10-01,Homicidio culposo,121.0
1502,2023-10-01,Homicidio doloso,82.0
1503,2023-10-01,Lesiones culposas,620.0
1504,2023-10-01,Lesiones dolosas,1136.0
1505,2023-10-01,Otros delitos contra la sociedad,51.0
1506,2023-10-01,Otros delitos que atentan contra la libertad personal,767.0
1507,2023-10-01,Otros delitos que atentan contra la vida y la integridad corporal,213.0
1508,2023-10-01,Rapto,7.0
1509,2023-10-01,Secuestro,6.0
1510,2023-10-01,Tráfico de menores,0.0
1511,2023-10-01,Trata de personas,39.0
1512,2024-10-01,Corrupción de menores,244.0
1513,2024-10-01,Extorsión,41.0
1514,2024-10-01,Feminicidio,1.0
1515,2024-10-01,Homicidio culposo,144.0
1516,2024-10-01,Homicidio doloso,91.0
1517,2024-10-01,Lesiones culposas,598.0
1518,2024-10-01,Lesiones dolosas,1165.0
1519,2024-10-01,Otros delitos contra la sociedad,22.0
1520,2024-10-01,Otros delitos que atentan contra la libertad personal,645.0
1521,2024-10-01,Otros delitos que atentan contra la vida y la integridad corporal,241.0
1522,2024-10-01,Rapto,4.0
1523,2024-10-01,Secuestro,7.0
1524,2024-10-01,Tráfico de menores,0.0
1525,2024-10-01,Trata de personas,35.0
1526,2025-10-01,Corrupción de menores,303.0
1527,2025-10-01,Extorsión,17.0
1528,2025-10-01,Feminicidio,7.0
1529,2025-10-01,Homicidio culposo,122.0
1530,2025-10-01,Homicidio doloso,59.0
1531,2025-10-01,Lesiones culposas,661.0
1532,2025-10-01,Lesiones dolosas,1460.0
1533,2025-10-01,Otros delitos contra la sociedad,35.0
1534,2025-10-01,Otros delitos que atentan contra la libertad personal,702.0
1535,2025-10-01,Otros delitos que atentan contra la vida y la integridad corporal,252.0
1536,2025-10-01,Rapto,2.0
1537,2025-10-01,Secuestro,7.0
1538,2025-10-01,Tráfico de menores,0.0
1539,2025-10-01,Trata de personas,22.0
1540,2015-11-01,Corrupción de menores,90.0
1541,2015-11-01,Extorsión,10.0
1542,2015-11-01,Feminicidio,1.0
1543,2015-11-01,Homicidio culposo,141.0
1544,2015-11-01,Homicidio doloso,61.0
1545,2015-11-01,Lesiones culposas,501.0
1546,2015-11-01,Lesiones dolosas,951.0
1547,2015-11-01,Otros delitos contra la sociedad,8.0
1548,2015-11-01,Otros delitos que atentan contra la libertad personal,227.0
1549,2015-11-01,Otros delitos que atentan contra la vida y la integridad corporal,24.0
1550,2015-11-01,Rapto,17.0
1551,2015-11-01,Secuestro,14.0
1552,2015-11-01,Tráfico de menores,6.0
1553,2015-11-01,Trata de personas,11.0
1554,2016-11-01,Corrupción de menores,97.0
1555,2016-11-01,Extorsión,33.0
1556,2016-11-01,Feminicidio,5.0
1557,2016-11-01,Homicidio culposo,115.0
1558,2016-11-01,Homicidio doloso,74.0
1559,2016-11-01,Lesiones culposas,263.0
1560,2016-11-01,Lesiones dolosas,674.0
1561,2016-11-01,Otros delitos contra la sociedad,2.0
1562,2016-11-01,Otros delitos que atentan contra la libertad personal,341.0
1563,2016-11-01,Otros delitos que atentan contra la vida y la integridad corporal,54.0
1564,2016-11-01,Rapto,16.0
1565,2016-11-01,Secuestro,19.0
1566,2016-11-01,Tráfico de menores,16.0
1567,2016-11-01,Trata de personas,10.0
1568,2017-11-01,Corrupción de menores,78.0
1569,2017-11-01,Extorsión,5.0
1570,2017-11-01,Feminicidio,6.0
1571,2017-11-01,Homicidio culposo,191.0
1572,2017-11-01,Homicidio doloso,103.0
1573,2017-11-01,Lesiones culposas,325.0
1574,2017-11-01,Lesiones dolosas,1014.0
1575,2017-11-01,Otros delitos contra la sociedad,10.0
1576,2017-11-01,Otros delitos que atentan contra la libertad personal,324.0
1577,2017-11-01,Otros delitos que atentan contra la vida y la integridad corporal,111.0
1578,2017-11-01,Rapto,12.0
1579,2017-11-01,Secuestro,16.0
1580,2017-11-01,Tráfico de menores,14.0
1581,2017-11-01,Trata de personas,9.0
1582,2018-11-01,Corrupción de menores,111.0
1583,2018-11-01,Extorsión,7.0
1584,2018-11-01,Feminicidio,8.0
1585,2018-11-01,Homicidio culposo,139.0
1586,2018-11-01,Homicidio doloso,89.0
1587,2018-11-01,Lesiones culposas,328.0
1588,2018-11-01,Lesiones dolosas,738.0
1589,2018-11-01,Otros delitos contra la sociedad,50.0
1590,2018-11-01,Otros delitos que atentan contra la libertad personal,413.0
1591,2018-11-01,Otros delitos que atentan contra la vida y la integridad corporal,88.0
1592,2018-11-01,Rapto,7.0
1593,2018-11-01,Secuestro,10.0
1594,2018-11-01,Tráfico de menores,1.0
1595,2018-11-01,Trata de personas,10.0
1596,2019-11-01,Corrupción de menores,159.0
1597,2019-11-01,Extorsión,9.0
1598,2019-11-01,Feminicidio,7.0
1599,2019-11-01,Homicidio culposo,96.0
1600,2019-11-01,Homicidio doloso,121.0
1601,2019-11-01,Lesiones culposas,387.0
1602,2019-11-01,Lesiones dolosas,841.0
1603,2019-11-01,Otros delitos contra la sociedad,60.0
1604,2019-11-01,Otros delitos que atentan contra la libertad personal,442.0
1605,2019-11-01,Otros delitos que atentan contra la vida y la integridad corporal,186.0
1606,2019-11-01,Rapto,7.0
1607,2019-11-01,Secuestro,8.0
1608,2019-11-01,Tráfico de menores,5.0
1609,2019-11-01,Trata de personas,10.0
1610,2020-11-01,Corrupción de menores,128.0
1611,2020-11-01,Extorsión,26.0
1612,2020-11-01,Feminicidio,8.0
1613,2020-11-01,Homicidio culposo,130.0
1614,2020-11-01,Homicidio doloso,81.0
1615,2020-11-01,Lesiones culposas,320.0
1616,2020-11-01,Lesiones dolosas,705.0
1617,2020-11-01,Otros delitos contra la sociedad,40.0
1618,2020-11-01,Otros delitos que atentan contra la libertad personal,448.0
1619,2020-11-01,Otros delitos que atentan contra la vida y la integridad corporal,110.0
1620,2020-11-01,Rapto,6.0
1621,2020-11-01,Secuestro,5.0
1622,2020-11-01,Tráfico de menores,1.0
1623,2020-11-01,Trata de personas,19.0
1624,2021-11-01,Corrupción de menores,152.0
1625,2021-11-01,Extorsión,26.0
1626,2021-11-01,Feminicidio,6.0
1627,2021-11-01,Homicidio culposo,101.0
1628,2021-11-01,Homicidio doloso,99.0
1629,2021-11-01,Lesiones culposas,444.0
1630,2021-11-01,Lesiones dolosas,813.0
1631,2021-11-01,Otros delitos contra la sociedad,14.0
1632,2021-11-01,Otros delitos que atentan contra la libertad personal,509.0
1633,2021-11-01,Otros delitos que atentan contra la vida y la integridad corporal,189.0
1634,2021-11-01,Rapto,6.0
1635,2021-11-01,Secuestro,7.0
1636,2021-11-01,Tráfico de menores,2.0
1637,2021-11-01,Trata de personas,32.0
1638,2022-11-01,Corrupción de menores,236.0
1639,2022-11-01,Extorsión,22.0
1640,2022-11-01,Feminicidio,4.0
1641,2022-11-01,Homicidio culposo,116.0
1642,2022-11-01,Homicidio doloso,86.0
1643,2022-11-01,Lesiones culposas,520.0
1644,2022-11-01,Lesiones dolosas,951.0
1645,2022-11-01,Otros delitos contra la sociedad,34.0
1646,2022-11-01,Otros delitos que atentan contra la libertad personal,617.0
1647,2022-11-01,Otros delitos que atentan contra la vida y la integridad corporal,176.0
1648,2022-11-01,Rapto,4.0
1649,2022-11-01,Secuestro,5.0
1650,2022-11-01,Tráfico de menores,1.0
1651,2022-11-01,Trata de personas,23.0
1652,2023-11-01,Corrupción de menores,204.0
1653,2023-11-01,Extorsión,21.0
1654,2023-11-01,Feminicidio,8.0
1655,2023-11-01,Homicidio culposo,89.0
1656,2023-11-01,Homicidio doloso,63.0
1657,2023-11-01,Lesiones culposas,620.0
1658,2023-11-01,Lesiones dolosas,1023.0
1659,2023-11-01,Otros delitos contra la sociedad,35.0
1660,2023-11-01,Otros delitos que atentan contra la libertad personal,744.0
1661,2023-11-01,Otros delitos que atentan contra la vida y la integridad corporal,226.0
1662,2023-11-01,Rapto,4.0
1663,2023-11-01,Secuestro,7.0
1664,2023-11-01,Tráfico de menores,0.0
1665,2023-11-01,Trata de personas,11.0
1666,2024-11-01,Corrupción de menores,224.0
1667,2024-11-01,Extorsión,20.0
1668,2024-11-01,Feminicidio,6.0
1669,2024-11-01,Homicidio culposo,126.0
1670,2024-11-01,Homicidio doloso,82.0
1671,2024-11-01,Lesiones culposas,633.0
1672,2024-11-01,Lesiones dolosas,1109.0
1673,2024-11-01,Otros delitos contra la sociedad,20.0
1674,2024-11-01,Otros delitos que atentan contra la libertad personal,651.0
1675,2024-11-01,Otros delitos que atentan contra la vida y la integridad corporal,199.0
1676,2024-11-01,Rapto,7.0
1677,2024-11-01,Secuestro,18.0
1678,2024-11-01,Tráfico de menores,5.0
1679,2024-11-01,Trata de personas,23.0
1694,2015-12-01,Corrupción de menores,87.0
1695,2015-12-01,Extorsión,11.0
1696,2015-12-01,Feminicidio,3.0
1697,2015-12-01,Homicidio culposo,107.0
1698,2015-12-01,Homicidio doloso,71.0
1699,2015-12-01,Lesiones culposas,521.0
1700,2015-12-01,Lesiones dolosas,829.0
1701,2015-12-01,Otros delitos contra la sociedad,5.0
1702,2015-12-01,Otros delitos que atentan contra la libertad personal,245.0
1703,2015-12-01,Otros delitos que atentan contra la vida y la integridad corporal,17.0
1704,2015-12-01,Rapto,21.0
1705,2015-12-01,Secuestro,19.0
1706,2015-12-01,Tráfico de menores,1.0
1707,2015-12-01,Trata de personas,10.0
1708,2016-12-01,Corrupción de menores,97.0
1709,2016-12-01,Extorsión,12.0
1710,2016-12-01,Feminicidio,3.0
1711,2016-12-01,Homicidio culposo,198.0
1712,2016-12-01,Homicidio doloso,68.0
1713,2016-12-01,Lesiones culposas,333.0
1714,2016-12-01,Lesiones dolosas,627.0
1715,2016-12-01,Otros delitos contra la sociedad,2.0
1716,2016-12-01,Otros delitos que atentan contra la libertad personal,319.0
1717,2016-12-01,Otros delitos que atentan contra la vida y la integridad corporal,58.0
1718,2016-12-01,Rapto,22.0
1719,2016-12-01,Secuestro,14.0
1720,2016-12-01,Tráfico de menores,6.0
1721,2016-12-01,Trata de personas,4.0
1722,2017-12-01,Corrupción de menores,75.0
1723,2017-12-01,Extorsión,4.0
1724,2017-12-01,Feminicidio,6.0
1725,2017-12-01,Homicidio culposo,141.0
1726,2017-12-01,Homicidio doloso,112.0
1727,2017-12-01,Lesiones culposas,269.0
1728,2017-12-01,Lesiones dolosas,788.0
1729,2017-12-01,Otros delitos contra la sociedad,5.0
1730,2017-12-01,Otros delitos que atentan contra la libertad personal,281.0
1731,2017-12-01,Otros delitos que atentan contra la vida y la integridad corporal,78.0
1732,2017-12-01,Rapto,13.0
1733,2017-12-01,Secuestro,23.0
1734,2017-12-01,Tráfico de menores,5.0
1735,2017-12-01,Trata de personas,7.0
1736,2018-12-01,Corrupción de menores,86.0
1737,2018-12-01,Extorsión,4.0
1738,2018-12-01,Feminicidio,8.0
1739,2018-12-01,Homicidio culposo,136.0
1740,2018-12-01,Homicidio doloso,75.0
1741,2018-12-01,Lesiones culposas,297.0
1742,2018-12-01,Lesiones dolosas,693.0
1743,2018-12-01,Otros delitos contra la sociedad,29.0
1744,2018-12-01,Otros delitos que atentan contra la libertad personal,344.0
1745,2018-12-01,Otros delitos que atentan contra la vida y la integridad corporal,72.0
1746,2018-12-01,Rapto,5.0
1747,2018-12-01,Secuestro,26.0
1748,2018-12-01,Tráfico de menores,0.0
1749,2018-12-01,Trata de personas,27.0
1750,2019-12-01,Corrupción de menores,109.0
1751,2019-12-01,Extorsión,11.0
1752,2019-12-01,Feminicidio,9.0
1753,2019-12-01,Homicidio culposo,118.0
1754,2019-12-01,Homicidio doloso,62.0
1755,2019-12-01,Lesiones culposas,318.0
1756,2019-12-01,Lesiones dolosas,659.0
1757,2019-12-01,Otros delitos contra la sociedad,39.0
1758,2019-12-01,Otros delitos que atentan contra la libertad personal,344.0
1759,2019-12-01,Otros delitos que atentan contra la vida y la integridad corporal,114.0
1760,2019-12-01,Rapto,7.0
1761,2019-12-01,Secuestro,9.0
1762,2019-12-01,Tráfico de menores,0.0
1763,2019-12-01,Trata de personas,20.0
1764,2020-12-01,Corrupción de menores,120.0
1765,2020-12-01,Extorsión,17.0
1766,2020-12-01,Feminicidio,10.0
1767,2020-12-01,Homicidio culposo,134.0
1768,2020-12-01,Homicidio doloso,86.0
1769,2020-12-01,Lesiones culposas,331.0
1770,2020-12-01,Lesiones dolosas,623.0
1771,2020-12-01,Otros delitos contra la sociedad,16.0
1772,2020-12-01,Otros delitos que atentan contra la libertad personal,418.0
1773,2020-12-01,Otros delitos que atentan contra la vida y la integridad corporal,120.0
1774,2020-12-01,Rapto,12.0
1775,2020-12-01,Secuestro,3.0
1776,2020-12-01,Tráfico de menores,0.0
1777,2020-12-01,Trata de personas,18.0
1778,2021-12-01,Corrupción de menores,138.0
1779,2021-12-01,Extorsión,15.0
1780,2021-12-01,Feminicidio,11.0
1781,2021-12-01,Homicidio culposo,125.0
1782,2021-12-01,Homicidio doloso,85.0
1783,2021-12-01,Lesiones culposas,476.0
1784,2021-12-01,Lesiones dolosas,803.0
